id,title,subtitle,tag,rating_number,instructor,rating_1_star,rating_2_star,rating_3_star,rating_4_star,rating_5_star,publish_date,discounted_price,original_price,discount_percentage,category,sub_category,sub_sub_category,section_number,lectures_number,time_spend,level,language,url 
1481,Create Custom 3D Designs With Tinkercad,Learn 3D Design with Tinkercad,N/A,"Xếp hạng: 4,7/54,7 (62 xếp hạng)259 học viên","Andrew O'NeillTech Educator4,7 xếp hạng giảng viên62 đánh giá259 học viên1 khóa họcHello! My name is Andy and for the past 3 years I have traveled throughout the United States to teach technology to educators.   I have led professional development workshops on topics such as 3D Design, 3D Printing, Arduino programming, Game Development, and more! Teaching has become a passion and I hope it shows in my work.  So, I am converting my expertise into online course material so that I can share my knowledge with a larger audience.  In a world where technology is always changing, the most important skill I hope to pass on to my students is the ability to adapt. I currently reside in the Washington DC area, although my favorite place to travel so far is either Louisiana or Idaho.   Cheers!Hiện thêmẨn bớt",64%,29%,2%,2%,3%,Lần cập nhật gần đây nhất 8/2019,449.000 ₫,N/A,N/A,Thiết kế,3D & Hoạt hình,Tinkercad,5 phần,18 bài giảng,44 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/create-3d/
1482,Low Poly Modeling in Cinema 4D - Vol 2: 3D Cars and Vehicles,"Learn to model and texture beautiful low poly cars, trucks, buses, trains, and boats in Cinema 4D. The easy way!",N/A,"Xếp hạng: 4,7/54,7 (11 xếp hạng)482 học viên","Moy Lobito2D & 3D Artist - Online Instructor and Entrepreneur4,4 xếp hạng giảng viên879 đánh giá9632 học viên16 khóa họcI am a 2D and 3D artist with over 20 years of professional experience. I've worked with international clients from all around the world. I have experience making video courses and love helping aspiring artists become confident as they  improve their skills. I specialize in 3D modeling, lighting, texturing and rendering. I believe that anyone can be a great artist, and the amount of time that takes someone to get there usually depends on the quality of the guidance they have. That is why I always do my best on my courses and tutorials.",64%,18%,18%,0%,0%,Lần cập nhật gần đây nhất 6/2017,399.000 ₫,N/A,N/A,Thiết kế,3D & Hoạt hình,Hoạt hình 3D,9 phần,28 bài giảng,2 giờ 30 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/low-poly-modeling-in-cinema-4d-vol-2-3d-cars-and-vehicles-by-moylobito/
1483,"All in 1 CSS Course : Learn CSS, Sass, Grid, Flex, Animation","Learn Complete CSS from basics to Grid, Flex, Sass, Shapes, Pseudo Elements, Hover Effects, Character Animations & more",N/A,"Xếp hạng: 4,7/54,7 (31 xếp hạng)1.322 học viên","Supriyo KunduWeb Developer & Graphic Designer,100000+ Students Instructor4,3 xếp hạng giảng viên4022 đánh giá179980 học viên27 khóa họcHi ,My name is Supriyo . I am a Computer Science Engineer .I have equal passion for both Programming and Designing. Areas of Knowledge : Photoshop , Illustrator , Web Design , Web Development , Wordpress , Elementor.I help students to grow their Designing and Programming skills , be it Design Effects or Retouching or Photo Manipulation or Animations or Website Design (Design and coding both) etc .Currently , My courses have over 100000 Awesome Students and they also love me :)Hiện thêmẨn bớt",68%,26%,6%,0%,0%,Lần cập nhật gần đây nhất 11/2023,1.289.000 ₫,N/A,N/A,Thiết kế,Công cụ thiết kế,CSS,14 phần,147 bài giảng,23 giờ 5 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/all-in-1-css-course/
1484,Quick Guide To Art Fundamentals For Beginners In Procreate,"Learn The Elements Of Art & Level Up Your Digital Drawing, Painting And Illustration Skills",N/A,"Xếp hạng: 4,7/54,7 (6 xếp hạng)62 học viên","Alexandra FintaProfessional Art Teacher and Artist4,6 xếp hạng giảng viên2340 đánh giá13266 học viên35 khóa họcAlexandra Finta 'aka' THE ARTMOTHER, is a professional Art Teacher, Artist and Illustrator.  ""I believe in creative and practical teaching and I am hoping for a school system which is enjoyable"". She has a Masters degree in Art Education and she is teaching since 2010. She is creating online art courses since 2017 and taught over 60K students worldwide.""I just love that I can reach people with my teaching from all over the world!""She has tons of experience in different fields of Art. ""I have been creating art since I was a child. I dabbed into all - from sculpture, through traditional painting and drawing, photography and graphic design to digital illustration.""Her mission is to make art education available for everyone."" I hope, I can spread my knowledge, experience and enthusiasm in online courses and fulfill my dream of giving enjoyable, practical and quality education.""Hiện thêmẨn bớt",50%,50%,0%,0%,0%,Lần cập nhật gần đây nhất 1/2025,849.000 ₫,N/A,N/A,Thiết kế,Thiết kế & Minh họa đồ họa,Ứng dụng vẽ hình minh họa kỹ thuật số Procreate,2 phần,14 bài giảng,3 giờ 47 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/quick-guide-to-art-fundamentals-for-beginners-in-procreate/
1485,Learn ProShow Producer - Beginning is Easy!,Learning all the basics of this rich Slide Show software.,Xếp hạng cao nhất,"Xếp hạng cao nhấtXếp hạng: 4,7/54,7 (165 xếp hạng)619 học viên","Jennifer ClarkProShow Guru and Graphic Designer4,7 xếp hạng giảng viên1632 đánh giá14329 học viên19 khóa họcJennifer started her career as a Video Editor and Graphic Designer back in the 1990s. She started her own business creating templates for Slide Show software in the early 2000s. She was able to combine her professional knowledge of Video and Graphic Design with this robust, but novice-oriented program.With over 25 years of experience in Video Graphic Design, Jennifer creates stunning Slide Styles and Templates that anyone can use to create beautiful shows using the Photopia Software.",77%,17%,5%,0%,1%,Lần cập nhật gần đây nhất 8/2016,499.000 ₫,N/A,N/A,Thiết kế,Công cụ thiết kế,ProShow,6 phần,18 bài giảng,2 giờ 24 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/learn-proshow-producer-7-beginning-is-easy/
1486,"Zbrush, 3ds Max, Substance 3d Painter, Bane Creation Course",An in depth course on modeling and sculpting realistic Bane Bust.,N/A,"Xếp hạng: 4,7/54,7 (14 xếp hạng)115 học viên","Oleg Khonko3d character artist4,5 xếp hạng giảng viên89 đánh giá541 học viên4 khóa họcMy name is Oleg, I'm a fan of sculpting anatomy and polymodeling of various things. My beginnings as an artist came in 2014, when I became a member of the team working on the indie project, was responsible for props in 3ds Max, later became a character artist, since then I work mainly in Zbrush.",86%,0%,14%,0%,0%,Lần cập nhật gần đây nhất 10/2022,399.000 ₫,N/A,N/A,Thiết kế,3D & Hoạt hình,zBrush,3 phần,77 bài giảng,20 giờ 40 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/zbrush-3ds-max-substance-3d-painter-bane-creation-course/
1487,Sculpting in Zbrush- level up your sculpting!,"Keeping it Simple but Powerful! From speed sculpting to incredible details, take your sculpting to the next level!",N/A,"Xếp hạng: 4,7/54,7 (54 xếp hạng)800 học viên","Milivoj PopovicAward winning Senior Artist and a professor at Art Academy4,6 xếp hạng giảng viên4690 đánh giá21485 học viên4 khóa họcI have an MA in sculpting and I am co-founder/owner of an award winning studio for digital content Prime Render Studios, that won over 70 awards at International Film Festivals all over the world, including Oscar qualifying ANIMATED EYE award at Aspen shortsfest in Colorado USA. We worked for companies such as Netflix, CBS, etc. I am a professor at Academy Of Fine Arts in Split, where I teach digital sculpting. I won numerous awards for my digital images including Artstation Pick, CGSociety CGtalk, 3DTotal Gallery award and Excellence Award, Rebus Artists of the Month, CG+ Staff Pick.... My works are published in many publications like Ballistic Publishing's Expose 8,9,11 series, InCG Magazine, HDRI Magazine, Animation Reporter, VIDI Magazine.... I've given talks and lectures at numerous events like IFCC Croatia, Reboot conference, Fantastikon....  Hiện thêmẨn bớt",73%,19%,4%,2%,2%,Lần cập nhật gần đây nhất 4/2023,1.359.000 ₫,N/A,N/A,Thiết kế,3D & Hoạt hình,zBrush,8 phần,100 bài giảng,31 giờ 13 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/sculpting-in-zbrush-advanced/
1488,PIXELAN: Vegas| SixPack| Spice| Blur| Dissolve| FilmTouch,Unlock your creative video editing potential with our Complete Sony Vegas Pro and Pixelan Plugins Course!,N/A,"Xếp hạng: 4,7/54,7 (7 xếp hạng)64 học viên","EDUCBA Bridging the GapLearn real world skills online4,3 xếp hạng giảng viên16525 đánh giá474431 học viên640 khóa họcEDUCBA is a leading global provider of skill based education addressing the needs of 1,000,000+ members across 70+ Countries. Our unique step-by-step, online learning model along with amazing 5000+ courses and 500+ Learning Paths prepared by top-notch professionals from the Industry help participants achieve their goals successfully. All our training programs are Job oriented skill based programs demanded by the Industry. At EDUCBA, it is a matter of pride for us to make job oriented hands-on courses available to anyone, any time and anywhere. Therefore we ensure that you can enroll 24 hours a day, seven days a week, 365 days a year. Learn at a time and place, and pace that is of your choice. Plan your study to suit your convenience and schedule.",57%,43%,0%,0%,0%,Lần cập nhật gần đây nhất 9/2024,399.000 ₫,N/A,N/A,Thiết kế,Công cụ thiết kế,VEGAS Pro,8 phần,254 bài giảng,35 giờ 21 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/vegas-pro-pixelan-plugins-ultimate-video-editing-mastery/
1489,Animated Architecture Diagrams from Scratch,"Animated Architecture Diagrams with Rhino, Adobe Ilustrator, and After Effects from Scratch",N/A,"Xếp hạng: 4,7/54,7 (43 xếp hạng)318 học viên","Christian LópezArchitect4,7 xếp hạng giảng viên1541 đánh giá6087 học viên5 khóa họcArchitect with more than 10 years of  experience teaching architectural softwares and arch viz. Founder of Emunarq Studio based on architectural design and construction. Design Leader, Graphics Director, and Instructor. Advanced Computational Designer with Rhino's Grasshopper algorithms. Honorable Mentions in Urban Rehabilitation and Airport designs from the International SEK University.",60%,35%,5%,0%,0%,Lần cập nhật gần đây nhất 5/2022,399.000 ₫,N/A,N/A,Thiết kế,Thiết kế kiến trúc,Thiết kế kiến trúc,4 phần,40 bài giảng,6 giờ 25 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/animated-architecture-diagrams-from-scratch/
1490,Essential Skills for Designers - Selecting People,Learn the best techniques to extract people from images in Photoshop.,N/A,"Xếp hạng: 4,7/54,7 (78 xếp hạng)490 học viên","Martin PerhiniakYes I'm a Designer4,5 xếp hạng giảng viên56715 đánh giá228814 học viên53 khóa họcMartin is a graphic designer and an Adobe Certified Instructor. He was a presenter at Adobe MAX the ultimate creative in 2018 and was recently voted one of the top 10 Adobe instructors in the world. Over 100,000 students are studying from his online courses from over 200 countries. As a designer and illustrator he worked for companies like Pixar, BBC, Mattel and as an instructor taught teams at Google, Ben&Jerry's, House of Lords and Oxford University Press.",60%,35%,4%,0%,1%,Lần cập nhật gần đây nhất 11/2020,399.000 ₫,N/A,N/A,Thiết kế,Công cụ thiết kế,Adobe Photoshop,4 phần,26 bài giảng,3 giờ 8 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/selecting-people-in-photoshop/
1491,Mastering Modifers in ProShow Producer,Learn how to create Animated Elements and Parenting Layers using Modifiers in ProShow Producer,N/A,"Xếp hạng: 4,7/54,7 (91 xếp hạng)414 học viên","Jennifer ClarkProShow Guru and Graphic Designer4,7 xếp hạng giảng viên1632 đánh giá14329 học viên19 khóa họcJennifer started her career as a Video Editor and Graphic Designer back in the 1990s. She started her own business creating templates for Slide Show software in the early 2000s. She was able to combine her professional knowledge of Video and Graphic Design with this robust, but novice-oriented program.With over 25 years of experience in Video Graphic Design, Jennifer creates stunning Slide Styles and Templates that anyone can use to create beautiful shows using the Photopia Software.",78%,19%,2%,1%,0%,Lần cập nhật gần đây nhất 2/2018,599.000 ₫,N/A,N/A,Thiết kế,Công cụ thiết kế,ProShow,4 phần,18 bài giảng,2 giờ 35 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/mastering-modifers-in-proshow-producer/
1492,Entering Space - An Introduction to Perspective in Procreate,Improve Your Digital Illustration and Visual Art Skills By Learning the basics of Perspective,N/A,"Xếp hạng: 4,7/54,7 (12 xếp hạng)122 học viên","Alexandra FintaProfessional Art Teacher and Artist4,6 xếp hạng giảng viên2340 đánh giá13266 học viên35 khóa họcAlexandra Finta 'aka' THE ARTMOTHER, is a professional Art Teacher, Artist and Illustrator.  ""I believe in creative and practical teaching and I am hoping for a school system which is enjoyable"". She has a Masters degree in Art Education and she is teaching since 2010. She is creating online art courses since 2017 and taught over 60K students worldwide.""I just love that I can reach people with my teaching from all over the world!""She has tons of experience in different fields of Art. ""I have been creating art since I was a child. I dabbed into all - from sculpture, through traditional painting and drawing, photography and graphic design to digital illustration.""Her mission is to make art education available for everyone."" I hope, I can spread my knowledge, experience and enthusiasm in online courses and fulfill my dream of giving enjoyable, practical and quality education.""Hiện thêmẨn bớt",59%,33%,8%,0%,0%,Lần cập nhật gần đây nhất 10/2022,399.000 ₫,N/A,N/A,Thiết kế,Thiết kế & Minh họa đồ họa,Ứng dụng vẽ hình minh họa kỹ thuật số Procreate,2 phần,10 bài giảng,33 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/entering-space-an-introduction-to-perspective-in-procreate/
1493,Learn 3d with Blender - Fundamentals to Advanced,30 Years of Experience in 3d Condensed into Over 18 Hours of Fun and Carefully Structured Project Based Content,N/A,"Xếp hạng: 4,7/54,7 (46 xếp hạng)472 học viên","3d illusionsTutor specialising in 3d graphics and animation4,8 xếp hạng giảng viên77 đánh giá606 học viên2 khóa họcI first began my journey into 3d over 30 years ago, initially as a hobbyist, before eventually starting my own successful 3d business.  I've worked on many projects, creating 3d models, photorealistic images and animations for well known brands spanning various industries.  I have approaching 1,000,000 views of my YouTube Blender tutorials, and I'm also the developer of the popular Turbo Tools addon for Blender, which is used by feature film studios and hobbyists in over 125 countries.",67%,24%,9%,0%,0%,Lần cập nhật gần đây nhất 8/2024,399.000 ₫,N/A,N/A,Thiết kế,3D & Hoạt hình,Blender,18 phần,160 bài giảng,18 giờ 56 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/learn-3d-with-blender-fundamentals-to-advanced/
1494,Unwrapping Techniques in Maya,Unwrap like a Boss!,N/A,"Xếp hạng: 4,7/54,7 (70 xếp hạng)342 học viên","Really Fun Games Educational3D Artist/Game Developer4,5 xếp hạng giảng viên96 đánh giá482 học viên2 khóa họcMy name is Scott Horton and I've been a 3D artist in a variety of capacities for film, games, product design and all points in between.   During this time I have also had the good fortune to teach and design several 3D courses for both online and on ground delivery.  I'm currently in production on a new mobile game that will drop in the first quarter of 2019.",68%,23%,9%,0%,0%,Lần cập nhật gần đây nhất 12/2018,499.000 ₫,N/A,N/A,Thiết kế,3D & Hoạt hình,Autodesk Maya,8 phần,45 bài giảng,5 giờ 22 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/unwrapping-techniques-in-maya/
1495,Cloud Computing for absolute Beginners,You will learn Cloud computing concepts from very basics and familiar with all types of Cloud Computing,N/A,"Xếp hạng: 4,7/54,7 (28 xếp hạng)29 học viên","Rambabu BoddanaCloud Data Engineer4,4 xếp hạng giảng viên96 đánh giá122 học viên3 khóa họcI am Rambabu Boddana. I am a data engineer with passion for teaching for students intending to master the cloud computing. I have worked many real time application and deployed them into production. While learning the concepts I found many difficulties so I have decided to make things to easy for students and help them to learn the topics in easy way. I also make sure every is easy to understand the concepts and work on real time applications. My courses are all aimed to accommodate for both very beginners to and advanced learners.  You will find the concepts more easy and easy to understand the concepts in my courses.",96%,0%,0%,0%,4%,Lần cập nhật gần đây nhất 7/2024,399.000 ₫,N/A,N/A,Thiết kế,Thiết kế web,Điện toán đám mây,1 phần,6 bài giảng,38 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/learnkoncepts/
1496,"Learn the ""Hand-Painted"" texturing style for video games",How to texture weapons and assets for your game props in the classic hand-painted texturing style!,N/A,"Xếp hạng: 4,7/54,7 (583 xếp hạng)26.573 học viên","3dmotive LLCHigh Quality 3d and Game Art Training by Industry Pros!4,2 xếp hạng giảng viên8658 đánh giá89764 học viên129 khóa học3dmotive is High Quality 3d and Game Art Training by Industry Pros! Whether you are brand new to the world of Game Art, 3d, Architecture or Film - or maybe just interested in brushing up your techniques for intermediate or advanced levels of 3d with a focus on video games, 3dmotive is your one-stop-shop for all your 3d and Game Art related tutorials! Got questions? Interested in a new course topic? Let us know!",58%,34%,7%,1%,< 1%,Lần cập nhật gần đây nhất 9/2016,479.000 ₫,N/A,N/A,Thiết kế,Thiết kế trò chơi,Tạo chất liệu trò chơi,3 phần,27 bài giảng,5 giờ 29 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/3dmotive-learn-the-hand-painted-texturing-style-for-video-games/
1497,Inkscape Beginners Level - learn imagine and create!,"This Inkscape course is presented in such an easy, understandable format, you'll be navigating the editor in mere hours!",N/A,"Xếp hạng: 4,7/54,7 (766 xếp hạng)5.949 học viên","Michael DiGregorioFreelance Graphic Design4,6 xếp hạng giảng viên853 đánh giá8523 học viên2 khóa họcHi - my name is Michael DiGregorio, I am an independent creative, and user of the free and open source vector graphic editor, Inkscape. I have used the Inkscape platform for many applications:  Illustrations, 2D game images, marketable products, product packaging, a vast amount of logos and assorted images. Although I have used other well-known graphic editors, Inkscape has truly become one of my favorite,  as I'm sure it will quickly become yours.While I have enjoyed teaching other arts in the past, bringing my knowledge of Inkscape to Udemy has been an especially exciting endeavor.  Thank you for your time, and interest in my course...  I look forward to seeing you inside!Hiện thêmẨn bớt",59%,32%,7%,1%,1%,Lần cập nhật gần đây nhất 11/2019,399.000 ₫,N/A,N/A,Thiết kế,Thiết kế & Minh họa đồ họa,Inkscape,8 phần,35 bài giảng,5 giờ 27 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/udemy-master-inkscape-beginner-course-20162017-unofficial/
1498,Cartoon animation advanced body mechanic course,applying the principles of animation in complex animation shots,N/A,"Xếp hạng: 4,7/54,7 (20 xếp hạng)1.065 học viên","Mohamed Nasr3d animator4,7 xếp hạng giảng viên20 đánh giá1065 học viên1 khóa họcmy name is Nasr co of Nasr of graphic,I have 8 years of experience in animation and rigging on 3DS Max and Maya I have experience in cartoony style animation I worked on a big feature cartoony film like secret magic and control agency, Movike and forest songs, and more",90%,0%,5%,5%,0%,Lần cập nhật gần đây nhất 2/2024,399.000 ₫,N/A,N/A,Thiết kế,3D & Hoạt hình,Hoạt hình 3D,7 phần,25 bài giảng,4 giờ 26 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/advanced-body-mechanic-snappy-cartoon-course-02/
1499,The Essentials of Everyday Sketching Architecture,"Sketching, Watercolor Sketching, Travel Sketching, Abstract Art, Drawing",N/A,"Xếp hạng: 4,7/54,7 (62 xếp hạng)2.266 học viên","Grade NotesBiggest Education Community4,6 xếp hạng giảng viên123 đánh giá2530 học viên4 khóa họcThis is the official channel of Grade Notes Academy. In Udemy we provide all the valuable content that helps our students to be creative and explore different parts of themselves.In our Udemy courses, we will provide students with all creative development courses and money-making courses that will help them to grow their businesses with 24/7 support as well.",70%,23%,5%,2%,0%,Lần cập nhật gần đây nhất 6/2023,399.000 ₫,N/A,N/A,Thiết kế,Thiết kế kiến trúc,Vẽ phác thảo,7 phần,23 bài giảng,2 giờ 13 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/the-essentials-of-everyday-sketching-architecture/
1500,Blender for Unity Interior Only Modular Dungeon Level Design,Reusable grid-based dungeon modeling for modular level design. Learn Blender Editing for Unity 3D Video Game Developers,N/A,"Xếp hạng: 4,7/54,7 (45 xếp hạng)544 học viên","Billy McDanielIndie Video Game Developer4,7 xếp hạng giảng viên2881 đánh giá20683 học viên11 khóa họcI started on my creative journey about 40 years ago as a musician. Through the decades, I have picked up a wide variety of skills, with over 20 years as an accomplished website developer, programmer, graphics artist, photographer, journalist, published author, video game developer, 3D modeler and animator!I have done lots of work for a wide variety of business over the years. In the last decade, I have taken to Unity for game development with six games published on Steam so far.  I'm very excited to be a full time game developer, and equally pleased to pass down some of my knowledge to you!My friends describe me as a highly driven individual with a wide range of skills, capable of doing anything. I describe myself as curious, intuitive and above all.. honest.Hiện thêmẨn bớt",67%,29%,4%,0%,0%,Lần cập nhật gần đây nhất 10/2019,469.000 ₫,N/A,N/A,Thiết kế,Thiết kế trò chơi,Dựng mô hình 3D,4 phần,44 bài giảng,10 giờ 42 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/blender-for-unity-interior-only-modular-dungeon-level-design/
1501,Girl and the Dog Creation in Zbrush for Intermediate Level,"Model female characters with clothing, accessories, guns and knives and even a dog in Zbrush from start to finish.",N/A,"Xếp hạng: 4,9/54,9 (166 xếp hạng)1.424 học viên","Nexttut Education Pvt.Ltd.A specialist in CG tutorials4,5 xếp hạng giảng viên12079 đánh giá48695 học viên79 khóa họcWelcome to Nexttut Education, Myself Nalini Kanta Jena, I am the founder and director of Nexttut Education. I have been teaching and working in the game industry since 2008. I have been teaching here on Udemy since 2017 and have created few bestseller courses. student seems to love my work and I love them as well. Everything was fine but except one problem and that is student's growing demand to create various courses for them. I realize that I can never fulfill such massive number of request to create different courses so that is when Nexttut Education took it's shape.We only create courses with highly talented professionals who has at least 5+ years off experience working in the film and game industry.The single goal of Nexttut Education is to help students to become a production ready artist and get jobs wherever they want. We are committed to create high quality professional courses for 3d students. If you are a student learning from any local institution or a 3d artist who has just started working in the industry or an artist who has some years of experience, you have come to the right place. We love you and your feedback. Please give us feedback on how we can make better courses for you and how we can help you in any ways. thank you for reading :)Regards,DirectorNalini kanta jenaHiện thêmẨn bớt",84%,12%,3%,1%,0%,Lần cập nhật gần đây nhất 6/2020,1.249.000 ₫,N/A,N/A,Thiết kế,3D & Hoạt hình,Mô hình hóa nhân vật,7 phần,139 bài giảng,48 giờ 48 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/girl-and-the-dog-creation-in-zbrush-for-intermediate-level/
1502,The Complete Social Media Video Editing Masterclass,"Social Media Video Edit With Adobe Premiere Pro, After Effect, Canva, Capcut",N/A,"Xếp hạng: 4,4/54,4 (167 xếp hạng)20.379 học viên","Sayman Creative InstituteGraphics Design and Video Editing Expert with Masterclass4,3 xếp hạng giảng viên7690 đánh giá311037 học viên59 khóa họcHello there! Welcome to Sayman Creative Institute and we are excited to be your mentor on this exciting journey into the realms of Graphics Design and Video Editing. With a decade-long adventure in these dynamic fields, I'm here to share insights, techniques, and creative processes that will empower you to bring your ideas to life.Unleash Your Creative Superpowers: Join us as we dive headfirst into the exhilarating world of graphics design. From understanding design fundamentals to conquering advanced techniques in Adobe Creative Suite, we'll traverse a spectrum of artistic expression. Let's unlock your ability to create stunning visuals that leave a lasting impact.Craft Visual Stories That Resonate: Lights, camera, creativity Together, we'll explore the art of video editing, where every frame holds a piece of the narrative puzzle. From slicing and dicing footage to seamlessly blending visual effects, We are here to guide you through Adobe Premiere Pro, After Effects, and other tools that professionals use.Why Learn With Me? Having worked with global brands and independent creators, our journey has equipped us with a treasure trove of practical insights. Our goal is to demystify complex concepts and equip you with actionable skills. Whether you're a curious beginner or a seasoned creator seeking to refine your abilities, our courses are tailored to all skill levels.What Awaits You: Prepare for an engaging learning experience Our courses blend theory with hands-on projects, ensuring that you not only grasp concepts but also apply them to real-world scenarios. Let's not just create designs and videos – let's create stories that resonate.Join the Creative Community: Learning is an adventure best shared. By enrolling in our courses, you're joining a community of like-minded learners. Engage in discussions, exchange ideas, and grow together as we navigate this exciting creative landscape.Stay Connected: The journey doesn't end when the course is over. We committed to your growth, so stay connected for updates, tips, and even more creative inspiration.Let's embark on this creative odyssey together. Enroll in one of our courses today, and let's start transforming your ideas into captivating visuals that leave a mark.Hiện thêmẨn bớt",52%,32%,12%,2%,2%,Lần cập nhật gần đây nhất 6/2024,399.000 ₫,N/A,N/A,Thiết kế,Công cụ thiết kế,Chỉnh sửa video,1 phần,18 bài giảng,5 giờ 32 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/the-complete-social-media-video-editing-masterclass/
1503,Weapon Modeling & Texturing For Game for Absolute Beginners,"Learn Modeling, Sculpting, Retopology, UV Unwrapping & Texturing for beginners in Maya, Zbrush & Substance Painter",N/A,"Xếp hạng: 4,6/54,6 (166 xếp hạng)765 học viên","Nalini Kanta Jena3D Character Instructor4,6 xếp hạng giảng viên4457 đánh giá56946 học viên10 khóa họcWhen I was 10 years old everybody discover that I am a gifted artist because at a very early age of 10 I was doing clay modeling of indian goddess without taking any training. I was a famous boy in our village and near by area because of my art.I did that till my tenth grade then I joined B.K college of art and crafts, Bhubaneswar for my BFA degree in Applied art department. I competed that in 2008. Then I started my professional career.Since then i have never look back, My art has grown mature. I have worked for many educational Institution such as ZICA, Reliance Education and Arena as a 3d Faculty. I have got lots of love from my students from those institution.Then I have worked in game production as Game Artist at Lakshya Digital and Dhruva Interactive in Bangalore.Final words....I don't just teach, I believe in converting a student into production ready artist. I know, it's a huge task but I love this task. This is Nalini kanta Jena hope I will teach you soon the beauty of game art creation and make a solid career as an game artist. This vastly growing profession is waiting for you. Last but not the list DON:T JUST PLAN, TAKE ACTION.Hiện thêmẨn bớt",70%,23%,7%,0%,0%,Lần cập nhật gần đây nhất 5/2020,1.279.000 ₫,N/A,N/A,Thiết kế,3D & Hoạt hình,Dựng mô hình 3D,8 phần,64 bài giảng,9 giờ 11 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/weapon-modeling-texturing-for-game-complete-pipeline/
1504,Introduction to Mailchimp: Design Beautiful Branded Emails,Learn how to design and build email templates directly in Mailchimp.,Xếp hạng cao nhất,"Xếp hạng cao nhấtXếp hạng: 4,5/54,5 (166 xếp hạng)5.434 học viên","Ilya LobanovBrand Expert, Designer and Creative Director4,3 xếp hạng giảng viên494 đánh giá31237 học viên7 khóa họcI wear many hats. From brand design and strategy to user interface and website design, I am what some might say a unicorn. I thrive on mastering different aspects of design and branding to bring the creative energy required to solve problems and innovate.But do you know what really lights me up? Being a part of your journey to build and grow something that you and others will love. Whether that’s building your own brand, designing a logo or creating something new as a designer, or developing your creativity skills to help you reach higher goals.",52%,33%,12%,2%,1%,Lần cập nhật gần đây nhất 12/2019,399.000 ₫,N/A,N/A,Thiết kế,Công cụ thiết kế,Email Marketing,3 phần,9 bài giảng,58 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/introduction-to-mailchimp-design-beautiful-branded-emails/
1505,Complete Course of After Effects: Learn From an Expert,Learn After Effects and receive the experience of 10 years of making +50 motion graphics and visual effects projects,N/A,"Xếp hạng: 4,2/54,2 (166 xếp hạng)22.096 học viên","Motion GuruProfessional Motion Graphics Tutorials4,3 xếp hạng giảng viên2031 đánh giá69071 học viên13 khóa họcMotion Guru graphics team with 10 years of experience in the production of motion graphics and visual effects in 2D and 3DA collection that specializes in motion graphics educationNo bull** tutorials on animation and motion design (to save your valuable time)We hope you enjoy our comprehensive and professional tutorials.Enjoy the best Motion Graphics tutorials online.Hiện thêmẨn bớt",58%,29%,11%,1%,1%,Lần cập nhật gần đây nhất 12/2020,419.000 ₫,N/A,N/A,Thiết kế,Thiết kế & Minh họa đồ họa,Adobe After Effects,1 phần,40 bài giảng,10 giờ 46 phút tổng thời lượng,N/A,Tiếng Anh,https://www.udemy.com/course/complete-course-of-after-effects-learn-from-an-expert/
